Name      Surname   HW1     HW2     HW3     HW4     HW5     HW6     HW7     Exam    
Name6911  Surname1  6.05    1.27    4.36    6.12    9.51    7.48    8.40    2.87    
Name6912  Surname2  1.01    6.43    5.92    1.76    9.17    8.66    5.62    7.92    
Name6913  Surname1  8.06    2.90    2.45    4.35    3.72    3.80    8.93    6.58    
Name6914  Surname2  1.81    9.03    3.04    1.09    1.24    6.06    7.45    1.90    
Name6915  Surname1  6.27    3.93    2.73    1.22    8.81    4.52    8.15    9.56    
Name6916  Surname2  2.57    7.79    5.83    7.32    4.02    6.01    1.88    8.39    
Name6917  Surname1  6.08    3.80    9.44    3.49    4.00    6.71    3.53    7.42    
Name6918  Surname2  3.83    6.54    9.48    1.26    4.34    5.37    3.62    3.22    
Name6919  Surname1  2.79    8.98    3.69    8.93    1.24    9.81    6.77    5.07    
Name6920  Surname2  8.86    5.53    9.28    4.32    9.89    3.55    7.63    7.77    
Name6921  Surname1  8.34    5.14    9.01    5.96    7.54    6.38    6.66    3.89    
Name6922  Surname2  4.14    1.04    5.91    2.50    8.38    4.93    8.07    2.29    
Name6923  Surname1  6.22    9.69    1.55    2.54    8.29    6.08    7.08    1.52    
Name6924  Surname2  7.80    3.94    3.72    9.57    4.45    5.38    9.59    3.14    
Name6925  Surname1  5.16    9.12    7.04    6.49    9.59    6.42    5.83    5.77    
Name6926  Surname2  3.18    5.23    7.90    7.50    6.50    3.19    4.01    5.56    
Name6927  Surname1  6.03    2.11    8.01    2.67    8.26    8.54    8.31    6.51    
Name6928  Surname2  3.80    6.44    8.96    1.79    2.34    4.45    5.91    7.70    
Name6929  Surname1  3.26    8.67    4.33    1.22    7.52    1.16    3.88    5.83    
Name6930  Surname2  7.49    3.05    9.05    9.80    8.02    6.60    2.70    7.44    
Name6931  Surname1  7.88    5.64    1.73    5.84    3.59    8.48    5.21    4.97    
Name6932  Surname2  3.67    3.03    8.04    9.99    3.78    2.50    1.30    2.24    
Name6933  Surname1  5.04    3.84    2.16    4.40    9.82    8.36    1.97    8.27    
Name6934  Surname2  2.53    4.66    5.96    2.52    8.54    5.90    2.08    4.12    
Name6935  Surname1  3.62    8.45    9.35    2.97    7.03    2.40    7.47    6.03    
Name6936  Surname2  4.85    4.53    7.89    3.63    1.77    1.23    8.55    7.92    
Name6937  Surname1  2.67    7.23    5.44    8.93    5.79    9.86    5.88    6.91    
Name6938  Surname2  2.76    3.86    1.07    3.89    6.91    6.63    1.22    3.49    
Name6939  Surname1  4.03    1.19    9.75    2.39    2.07    9.89    4.89    6.19    
Name6940  Surname2  7.03    7.26    1.79    2.35    3.36    9.16    1.06    1.36    
Name6941  Surname1  7.19    4.57    9.32    1.70    2.11    3.02    9.05    5.67    
Name6942  Surname2  8.74    2.71    6.35    8.15    5.57    2.44    4.54    9.94    
Name6943  Surname1  2.66    1.23    8.79    7.24    3.83    3.27    4.17    8.43    
Name6944  Surname2  4.60    6.41    3.65    8.55    5.42    6.12    2.86    8.15    
Name6945  Surname1  2.34    7.13    3.24    2.98    9.39    3.90    7.90    6.64    
Name6946  Surname2  7.29    7.11    7.86    1.92    9.02    7.67    3.08    8.39    
Name6947  Surname1  5.86    9.16    6.46    3.82    3.37    1.27    6.60    3.62    
Name6948  Surname2  3.63    9.29    1.04    3.67    4.36    2.95    3.60    9.41    
Name6949  Surname1  4.61    7.42    7.13    9.87    9.16    6.42    2.95    8.32    
Name6950  Surname2  7.02    6.57    8.22    9.22    7.76    7.58    2.11    1.72    
Name6951  Surname1  8.86    7.80    5.69    6.51    5.32    7.01    5.59    5.17    
Name6952  Surname2  8.28    2.44    6.80    1.58    6.28    2.00    3.36    9.34    
Name6953  Surname1  1.18    4.59    2.96    6.82    2.70    9.14    8.48    9.60    
Name6954  Surname2  4.83    8.03    3.80    2.60    1.97    5.84    6.17    5.29    
Name6955  Surname1  8.39    1.76    4.56    7.27    9.18    3.17    9.95    6.36    
Name6956  Surname2  7.53    6.00    7.77    6.58    1.18    8.95    1.24    7.12    
Name6957  Surname1  3.68    5.25    1.46    9.18    2.37    6.07    6.71    3.22    
Name6958  Surname2  2.04    4.82    4.47    4.01    2.17    4.52    4.69    8.80    
Name6959  Surname1  8.75    7.93    1.84    7.10    6.09    7.98    2.61    3.26    
Name6960  Surname2  3.76    9.66    3.09    1.43    5.94    8.48    9.25    3.98    
Name6961  Surname1  8.62    6.47    8.91    2.58    4.81    1.04    8.82    8.70    
Name6962  Surname2  6.63    9.29    4.15    3.82    9.38    3.76    4.07    4.06    
Name6963  Surname1  9.35    3.04    3.99    9.30    9.13    9.46    9.86    2.72    
Name6964  Surname2  7.95    6.63    1.39    9.20    7.15    8.10    3.84    3.21    
Name6965  Surname1  3.98    3.69    9.11    5.82    8.13    2.93    6.43    1.19    
Name6966  Surname2  4.16    7.97    7.35    6.21    1.14    7.40    3.21    3.41    
Name6967  Surname1  8.28    2.74    7.44    2.11    5.50    2.28    6.84    2.76    
Name6968  Surname2  7.22    7.36    3.84    7.60    5.05    8.71    1.97    5.82    
Name6969  Surname1  8.96    4.35    2.40    5.51    5.74    2.63    9.66    8.38    
Name6970  Surname2  4.72    8.21    3.65    6.25    7.92    7.26    4.58    8.85    
Name6971  Surname1  8.72    7.95    3.68    8.26    8.99    4.01    4.44    8.55    
Name6972  Surname2  4.33    5.18    1.65    3.56    9.89    8.47    6.00    2.69    
Name6973  Surname1  8.36    1.76    9.97    6.50    4.49    6.72    9.70    2.24    
Name6974  Surname2  1.82    8.41    6.16    7.88    1.13    8.59    9.41    3.16    
Name6975  Surname1  5.64    3.51    7.36    2.54    3.02    1.92    7.29    3.26    
Name6976  Surname2  6.13    2.99    2.08    7.24    8.78    2.42    8.14    9.26    
Name6977  Surname1  7.05    1.75    8.21    2.04    7.25    3.71    4.30    7.65    
Name6978  Surname2  7.56    2.45    3.42    5.21    8.96    4.61    1.22    7.72    
Name6979  Surname1  8.07    7.08    7.85    3.47    6.50    4.51    5.30    5.46    
Name6980  Surname2  7.49    4.20    1.98    7.14    1.79    2.84    3.82    9.66    
Name6981  Surname1  1.35    2.96    3.18    1.66    4.03    4.52    8.83    1.59    
Name6982  Surname2  2.34    6.39    6.66    7.62    2.68    1.27    7.34    6.04    
Name6983  Surname1  3.92    7.46    3.53    2.53    1.45    4.72    9.83    7.53    
Name6984  Surname2  7.76    1.31    5.89    1.62    9.26    4.45    2.03    8.31    
Name6985  Surname1  6.99    8.02    5.72    3.05    8.42    4.80    6.46    7.24    
Name6986  Surname2  6.99    3.03    5.10    6.78    8.65    5.38    7.03    9.47    
Name6987  Surname1  4.33    2.50    2.82    9.37    7.08    1.94    5.79    4.84    
Name6988  Surname2  1.70    2.88    8.24    7.81    6.03    8.94    9.37    6.99    
Name6989  Surname1  6.83    7.61    3.20    4.50    2.41    6.14    2.35    2.70    
Name6990  Surname2  5.85    7.34    7.67    5.96    1.71    4.50    3.29    8.16    
Name6991  Surname1  8.15    8.16    7.36    1.32    6.65    5.86    5.32    3.64    
Name6992  Surname2  6.84    1.59    8.61    4.07    7.61    7.43    4.83    8.21    
Name6993  Surname1  7.38    3.62    8.50    6.51    8.18    2.65    8.52    2.83    
Name6994  Surname2  2.22    5.42    7.75    4.28    2.23    8.09    7.54    3.19    
Name6995  Surname1  1.63    6.92    8.88    2.68    2.51    3.42    1.27    3.18    
Name6996  Surname2  6.16    7.22    6.15    3.41    5.90    7.72    4.85    6.23    
Name6997  Surname1  6.85    7.32    1.87    7.17    8.51    5.93    1.02    5.98    
Name6998  Surname2  3.50    1.46    7.85    3.58    4.70    7.95    8.66    1.45    
Name6999  Surname1  2.12    2.58    4.05    9.17    8.18    7.58    6.38    6.49    
Name7000  Surname2  7.12    8.49    9.69    8.01    7.14    7.52    5.57    6.93    
Name7001  Surname1  2.67    2.21    4.53    1.53    3.35    3.39    1.16    8.53    
Name7002  Surname2  6.49    3.67    8.55    7.37    2.66    8.78    5.20    8.08    
Name7003  Surname1  1.16    4.35    4.55    1.88    3.88    3.74    3.93    8.20    
Name7004  Surname2  2.91    2.36    1.37    6.38    7.74    1.15    8.42    3.54    
Name7005  Surname1  8.55    6.15    9.31    8.29    3.69    8.70    4.62    9.37    
Name7006  Surname2  4.26    5.79    3.06    8.12    8.45    1.72    3.12    8.39    
Name7007  Surname1  9.65    3.77    8.11    3.20    8.66    4.47    9.10    2.20    
Name7008  Surname2  8.46    8.87    7.09    4.88    2.68    2.00    6.62    9.34    
Name7009  Surname1  9.61    4.54    6.09    7.54    7.22    7.18    1.86    4.77    
Name7010  Surname2  7.99    8.84    3.52    6.67    7.51    2.73    7.31    5.81    
Name7011  Surname1  2.92    1.41    7.28    6.99    9.74    2.00    7.38    3.16    
Name7012  Surname2  3.26    1.71    7.59    8.45    7.85    2.69    2.72    2.25    
Name7013  Surname1  5.81    3.38    6.24    6.66    1.78    7.03    8.23    3.67    
Name7014  Surname2  3.30    8.44    1.16    7.72    2.23    3.67    7.47    2.55    
Name7015  Surname1  7.92    4.25    3.78    3.29    7.23    4.87    7.89    9.88    
Name7016  Surname2  7.48    6.62    1.26    7.99    1.72    1.46    3.93    1.05    
Name7017  Surname1  6.64    4.41    2.44    7.86    1.14    5.48    8.31    1.94    
Name7018  Surname2  8.56    1.46    4.86    5.12    5.10    2.30    9.27    9.15    
Name7019  Surname1  4.73    4.21    5.24    7.89    1.41    4.49    6.07    3.70    
Name7020  Surname2  6.31    7.71    1.44    7.55    4.73    1.97    5.52    1.09    
Name7021  Surname1  1.31    6.17    8.99    2.62    8.47    5.95    2.85    3.84    
Name7022  Surname2  8.89    5.99    7.71    6.19    6.16    4.98    5.44    2.39    
Name7023  Surname1  5.53    5.24    9.24    1.20    8.14    4.53    8.63    9.29    
Name7024  Surname2  7.56    5.74    3.39    8.74    7.98    7.87    9.81    8.14    
Name7025  Surname1  2.11    3.96    7.87    1.28    7.76    6.36    8.20    9.09    
Name7026  Surname2  9.81    4.24    2.64    3.73    1.58    4.74    7.79    3.52    
Name7027  Surname1  2.55    7.12    6.07    3.89    7.17    7.90    2.78    5.85    
Name7028  Surname2  7.41    2.34    9.81    3.67    6.18    9.04    2.96    3.53    
Name7029  Surname1  7.31    7.27    1.64    1.21    6.40    3.43    1.41    8.38    
Name7030  Surname2  2.76    7.17    6.69    6.03    4.62    1.40    4.13    1.06    
Name7031  Surname1  9.84    2.55    4.73    7.82    8.15    4.25    8.73    8.86    
Name7032  Surname2  8.21    8.40    8.48    9.16    5.14    6.27    2.12    4.57    
Name7033  Surname1  5.04    8.38    9.33    6.77    2.21    1.70    6.38    2.16    
Name7034  Surname2  4.33    7.93    2.00    6.09    4.56    2.40    4.29    8.06    
Name7035  Surname1  8.80    6.94    8.51    5.89    3.73    9.02    3.45    6.78    
Name7036  Surname2  1.93    7.65    2.53    8.97    7.40    1.33    8.60    6.79    
Name7037  Surname1  4.74    6.22    9.55    2.73    7.24    9.56    9.80    4.28    
Name7038  Surname2  9.00    5.38    6.98    8.88    9.74    2.60    6.60    3.96    
Name7039  Surname1  8.76    9.49    9.05    5.45    2.47    3.79    2.14    3.33    
Name7040  Surname2  1.42    4.13    8.13    2.75    7.97    3.77    9.80    2.53    
Name7041  Surname1  9.82    2.16    4.58    3.37    7.50    3.07    9.06    7.75    
Name7042  Surname2  9.85    1.13    2.73    5.28    8.97    1.29    8.09    8.54    
Name7043  Surname1  7.59    8.60    5.46    6.99    1.70    1.72    5.13    5.09    
Name7044  Surname2  2.08    9.04    9.04    4.13    5.91    2.59    3.10    1.70    
Name7045  Surname1  8.90    5.32    6.07    7.18    5.95    2.15    2.16    3.49    
Name7046  Surname2  9.37    3.14    8.17    6.82    7.68    7.85    1.66    8.28    
Name7047  Surname1  6.99    7.66    2.99    8.66    7.07    2.40    6.09    4.36    
Name7048  Surname2  6.29    2.30    5.62    9.47    6.35    7.43    6.08    7.88    
Name7049  Surname1  2.94    4.94    5.68    6.90    6.26    7.77    3.86    8.16    
Name7050  Surname2  8.42    1.46    2.97    8.51    8.94    1.22    1.35    6.03    
Name7051  Surname1  2.02    9.68    5.12    9.71    9.28    3.11    3.87    2.49    
Name7052  Surname2  1.41    3.21    5.60    9.56    3.89    1.43    7.56    6.98    
Name7053  Surname1  2.26    1.24    3.71    6.49    5.11    9.89    3.67    2.43    
Name7054  Surname2  2.04    8.25    1.24    6.75    2.44    9.30    3.66    7.98    
Name7055  Surname1  2.77    2.20    8.56    1.00    4.39    8.80    9.31    1.22    
Name7056  Surname2  7.70    9.96    8.41    8.84    6.38    6.05    4.91    5.64    
Name7057  Surname1  5.15    5.68    8.39    6.29    1.67    7.01    8.99    8.73    
Name7058  Surname2  5.84    6.69    2.66    9.53    2.97    7.60    9.18    5.39    
Name7059  Surname1  8.98    4.87    6.70    6.76    2.72    9.96    1.67    9.98    
Name7060  Surname2  3.25    2.25    4.01    3.39    6.16    9.62    2.55    4.15    
Name7061  Surname1  8.05    9.11    9.40    8.80    1.14    6.21    3.21    4.77    
Name7062  Surname2  5.41    8.25    8.78    8.49    5.23    6.10    8.80    1.97    
Name7063  Surname1  8.50    9.99    8.11    9.72    5.54    4.34    7.79    8.81    
Name7064  Surname2  3.81    2.52    1.27    6.37    9.57    3.23    1.79    8.90    
Name7065  Surname1  8.21    8.60    7.60    9.15    5.36    4.73    3.25    5.26    
Name7066  Surname2  2.43    9.22    8.48    5.77    8.10    4.26    7.88    7.23    
Name7067  Surname1  4.02    3.47    6.11    3.47    3.40    8.26    8.11    2.66    
Name7068  Surname2  6.14    6.30    8.52    2.60    1.21    7.98    1.84    5.05    
Name7069  Surname1  1.74    6.30    6.73    3.14    4.35    9.67    5.50    5.33    
Name7070  Surname2  4.82    6.12    2.94    9.95    8.31    1.68    3.55    1.30    
Name7071  Surname1  7.02    1.30    4.06    9.96    5.48    2.68    6.70    9.43    
Name7072  Surname2  2.19    2.12    9.33    4.12    6.69    6.62    6.44    1.93    
Name7073  Surname1  2.53    8.33    7.96    7.95    4.82    1.86    2.71    6.53    
Name7074  Surname2  3.28    7.73    6.91    4.82    3.82    5.17    2.93    9.93    
Name7075  Surname1  6.75    2.11    1.30    4.66    8.15    3.41    4.02    8.15    
Name7076  Surname2  4.07    8.84    8.95    8.80    4.51    2.11    3.43    9.98    
Name7077  Surname1  5.06    4.70    9.28    1.38    8.78    2.57    1.81    2.43    
Name7078  Surname2  3.04    2.83    3.66    5.27    4.10    3.13    5.35    9.11    
Name7079  Surname1  8.00    3.39    7.24    5.68    5.97    8.13    7.61    1.20    
Name7080  Surname2  2.73    9.83    4.37    8.27    7.61    7.32    9.89    5.70    
Name7081  Surname1  1.10    1.99    3.43    2.36    7.19    3.47    4.94    3.07    
Name7082  Surname2  2.67    1.13    5.86    4.71    3.38    7.30    4.39    7.32    
Name7083  Surname1  4.95    1.29    3.58    3.14    9.34    1.51    9.51    3.62    
Name7084  Surname2  7.15    9.48    9.63    6.73    8.83    8.56    9.15    1.08    
Name7085  Surname1  4.71    5.31    2.59    2.74    5.18    8.91    9.33    6.46    
Name7086  Surname2  4.86    5.08    9.79    3.80    2.55    8.47    2.63    5.28    
Name7087  Surname1  8.60    9.09    1.34    2.65    6.27    1.71    7.03    1.18    
Name7088  Surname2  6.19    1.56    1.12    9.82    9.14    3.53    4.63    1.52    
Name7089  Surname1  6.63    7.73    8.00    4.02    3.81    8.85    2.59    6.60    
Name7090  Surname2  9.52    8.43    3.68    9.55    5.74    2.12    9.73    2.58    
Name7091  Surname1  1.42    6.91    8.92    4.25    9.89    7.78    3.16    7.82    
Name7092  Surname2  4.03    1.23    5.49    7.87    5.83    2.09    5.14    3.12    
Name7093  Surname1  6.31    2.34    4.95    6.17    9.91    7.36    4.79    8.43    
Name7094  Surname2  3.26    1.40    9.89    8.48    6.35    7.07    3.88    1.49    
Name7095  Surname1  6.91    6.11    4.12    3.50    6.58    7.46    1.68    2.20    
Name7096  Surname2  9.29    1.40    7.32    8.87    3.84    7.73    6.73    4.14    
Name7097  Surname1  7.27    5.18    2.50    1.50    9.28    1.79    6.66    9.13    
Name7098  Surname2  6.79    4.71    8.57    4.33    8.47    7.44    8.18    1.43    
Name7099  Surname1  8.38    2.74    2.75    8.48    8.48    2.38    8.00    3.47    
Name7100  Surname2  5.06    6.17    7.68    5.46    9.65    9.31    9.24    1.92    
Name7101  Surname1  4.44    1.39    9.77    2.55    9.73    1.20    4.52    9.38    
Name7102  Surname2  4.84    9.90    3.37    8.72    1.92    5.06    3.92    5.15    
Name7103  Surname1  7.64    4.03    5.18    2.43    7.14    3.46    6.84    1.04    
Name7104  Surname2  1.86    9.58    7.70    9.93    2.41    4.42    6.23    4.03    
Name7105  Surname1  8.82    7.68    2.41    7.63    8.88    2.50    8.97    2.87    
Name7106  Surname2  5.93    8.87    9.68    7.38    7.33    1.83    7.02    3.72    
Name7107  Surname1  6.54    6.14    8.20    6.65    7.96    2.80    3.21    9.20    
Name7108  Surname2  9.32    9.67    2.47    1.49    9.90    8.81    5.51    6.99    
Name7109  Surname1  1.12    4.05    2.92    6.68    3.51    9.82    7.21    7.66    
Name7110  Surname2  4.73    1.88    4.99    3.66    5.98    9.14    2.34    3.65    
Name7111  Surname1  9.99    7.00    2.35    1.60    5.16    2.55    9.85    6.11    
Name7112  Surname2  8.57    1.87    5.43    5.43    1.88    5.95    7.77    4.06    
Name7113  Surname1  1.72    2.43    5.16    5.71    1.56    6.10    8.88    3.81    
Name7114  Surname2  6.91    2.24    9.79    3.51    5.67    1.74    1.37    7.73    
Name7115  Surname1  4.42    3.64    5.61    6.20    4.72    9.66    9.82    5.89    
Name7116  Surname2  9.55    2.76    1.57    5.00    3.62    9.73    9.17    7.62    
Name7117  Surname1  5.94    4.47    4.73    7.97    6.82    1.95    8.41    9.00    
Name7118  Surname2  1.90    2.60    2.23    4.29    2.03    4.14    9.78    7.73    
Name7119  Surname1  5.03    1.93    8.53    1.63    8.72    2.04    5.26    3.09    
Name7120  Surname2  2.90    9.53    7.55    6.38    7.62    1.72    7.70    2.13    
Name7121  Surname1  7.85    5.83    9.05    5.06    9.35    4.61    4.47    3.95    
Name7122  Surname2  6.81    8.25    9.02    7.53    6.48    2.26    6.31    3.73    
Name7123  Surname1  4.03    9.26    7.12    8.08    1.12    8.69    7.61    4.34    
Name7124  Surname2  9.47    6.05    6.34    3.92    4.65    8.72    3.50    6.48    
Name7125  Surname1  5.92    9.79    5.31    3.37    1.39    4.38    8.95    7.81    
Name7126  Surname2  2.78    6.11    3.62    7.48    4.60    7.31    9.20    1.16    
Name7127  Surname1  9.11    2.04    4.34    2.24    9.34    6.78    7.11    2.02    
Name7128  Surname2  2.80    7.87    7.08    3.38    4.60    3.61    7.07    3.89    
Name7129  Surname1  2.11    2.93    9.35    4.85    1.04    5.83    4.20    2.29    
Name7130  Surname2  5.75    7.39    2.16    1.46    3.28    1.08    4.11    7.80    
Name7131  Surname1  9.73    9.82    9.48    8.27    4.70    8.30    2.41    3.65    
Name7132  Surname2  5.35    7.96    7.59    7.49    1.47    9.91    4.72    1.07    
Name7133  Surname1  2.16    4.60    2.58    4.01    3.37    3.45    9.22    1.86    
Name7134  Surname2  2.08    9.22    2.33    3.87    6.01    5.81    6.64    4.03    
Name7135  Surname1  2.78    2.05    1.14    2.35    1.14    8.41    8.47    3.55    
Name7136  Surname2  2.11    2.60    7.88    6.73    3.87    3.65    4.30    6.88    
Name7137  Surname1  4.28    2.52    8.83    6.03    2.59    9.29    4.21    4.19    
Name7138  Surname2  1.08    5.04    9.38    4.48    1.40    4.40    9.21    6.52    
Name7139  Surname1  5.88    1.22    1.47    4.63    2.71    2.92    8.12    8.14    
Name7140  Surname2  8.14    8.25    4.13    1.89    4.68    8.93    3.51    5.04    
Name7141  Surname1  3.66    9.67    6.14    1.73    2.00    4.87    5.60    5.72    
Name7142  Surname2  1.77    1.99    2.19    4.39    7.04    6.85    4.32    4.18    
Name7143  Surname1  6.19    3.39    5.34    9.79    4.36    6.48    8.92    8.89    
Name7144  Surname2  8.70    1.77    9.66    4.52    6.07    9.04    9.19    5.37    
Name7145  Surname1  9.80    2.05    7.29    2.62    9.42    4.10    3.36    6.67    
Name7146  Surname2  6.99    9.99    1.84    5.67    9.23    1.40    3.85    5.84    
Name7147  Surname1  7.94    2.05    3.37    8.33    2.89    8.57    2.51    8.93    
Name7148  Surname2  6.55    3.99    7.55    6.85    7.49    2.98    4.72    8.53    
Name7149  Surname1  8.38    5.21    4.66    3.32    7.60    7.04    3.78    9.77    
Name7150  Surname2  8.37    6.05    4.08    3.88    4.59    4.61    5.42    5.39    
Name7151  Surname1  2.99    1.90    4.81    5.86    1.84    4.06    6.82    7.45    
Name7152  Surname2  3.25    6.58    7.17    4.89    6.31    5.53    9.87    9.96    
Name7153  Surname1  4.43    8.83    8.40    4.38    2.30    6.09    4.79    1.43    
Name7154  Surname2  7.70    7.91    2.27    8.11    4.70    1.05    2.69    9.69    
Name7155  Surname1  5.59    3.36    8.13    6.36    6.47    6.68    1.20    7.61    
Name7156  Surname2  9.45    9.14    5.47    1.49    7.25    2.10    5.10    3.51    
Name7157  Surname1  2.35    2.89    5.44    3.53    8.08    3.86    7.08    3.16    
Name7158  Surname2  6.64    6.34    9.46    3.28    7.01    8.02    4.70    10.00   
Name7159  Surname1  9.27    5.70    3.31    3.18    3.03    9.20    2.19    2.37    
Name7160  Surname2  7.87    5.21    1.91    6.31    4.62    4.84    7.72    5.66    
Name7161  Surname1  8.64    6.66    6.87    8.01    6.73    7.24    9.45    9.12    
Name7162  Surname2  3.96    9.71    3.74    4.91    9.54    5.09    4.00    7.99    
Name7163  Surname1  6.02    6.47    8.49    9.08    4.10    2.19    4.85    5.26    
Name7164  Surname2  3.73    2.58    7.41    6.95    8.50    2.15    4.55    6.39    
Name7165  Surname1  4.88    4.11    3.55    1.95    2.32    1.17    5.00    2.38    
Name7166  Surname2  4.38    8.50    2.90    7.14    8.53    3.69    7.67    8.14    
Name7167  Surname1  6.84    1.39    6.54    2.06    3.96    9.60    7.64    8.39    
Name7168  Surname2  5.28    8.36    3.48    2.00    1.29    4.99    1.86    6.50    
Name7169  Surname1  2.97    6.41    4.29    2.92    1.70    9.96    6.90    3.06    
Name7170  Surname2  7.79    4.87    1.04    6.67    7.58    2.93    6.65    4.99    
Name7171  Surname1  1.65    1.24    5.27    3.51    8.27    2.63    3.68    5.25    
Name7172  Surname2  5.22    2.98    6.18    3.64    2.21    3.02    9.96    5.01    
Name7173  Surname1  5.50    6.63    4.13    9.29    1.47    6.80    1.58    2.68    
Name7174  Surname2  1.43    8.35    9.01    4.06    5.48    2.12    7.86    9.48    
Name7175  Surname1  5.81    4.55    8.24    2.33    6.01    2.80    5.21    3.73    
Name7176  Surname2  9.86    4.72    8.66    2.20    9.29    3.27    9.21    3.71    
Name7177  Surname1  9.57    1.92    6.51    6.17    9.52    2.69    7.70    7.93    
Name7178  Surname2  6.10    3.07    2.88    4.17    3.25    3.40    2.54    9.76    
Name7179  Surname1  3.82    7.39    3.36    5.64    8.84    5.68    4.43    8.04    
Name7180  Surname2  2.41    9.95    5.62    8.89    3.77    7.40    2.41    3.60    
Name7181  Surname1  2.97    3.62    7.23    9.66    6.52    2.86    4.42    7.30    
Name7182  Surname2  7.97    3.78    7.87    1.11    1.42    1.31    8.26    4.20    
Name7183  Surname1  9.39    1.55    5.15    2.94    2.53    5.95    6.59    4.48    
Name7184  Surname2  2.05    2.09    7.85    2.59    2.39    2.32    9.38    4.72    
Name7185  Surname1  3.99    7.19    9.88    5.38    3.79    4.19    7.02    3.76    
Name7186  Surname2  4.64    4.11    2.25    7.39    1.82    6.72    6.18    6.01    
Name7187  Surname1  2.11    5.45    4.33    6.13    7.95    5.65    7.76    7.97    
Name7188  Surname2  2.18    2.88    4.17    6.58    8.61    8.17    9.79    6.54    
Name7189  Surname1  7.37    8.74    7.91    6.38    7.61    5.27    5.81    2.72    
Name7190  Surname2  5.43    8.69    1.76    4.70    1.03    9.19    6.50    4.33    
Name7191  Surname1  6.17    8.16    2.40    7.56    2.77    7.13    8.95    3.25    
Name7192  Surname2  7.21    2.14    3.52    8.49    6.76    2.76    3.60    7.55    
Name7193  Surname1  2.73    2.37    8.44    5.61    6.74    3.26    3.85    9.30    
Name7194  Surname2  1.26    3.71    1.63    1.17    9.46    6.03    2.40    6.46    
Name7195  Surname1  1.20    3.47    1.92    6.98    1.59    5.38    6.67    7.51    
Name7196  Surname2  4.93    3.71    2.14    5.41    2.57    5.20    1.66    8.50    
Name7197  Surname1  1.94    4.89    7.17    6.41    5.90    1.56    7.98    7.53    
Name7198  Surname2  6.56    7.49    6.76    7.01    1.27    5.54    1.01    5.23    
Name7199  Surname1  1.99    8.08    9.55    5.84    4.97    7.11    1.69    8.34    
Name7200  Surname2  2.97    9.04    1.26    3.68    4.16    9.69    4.88    8.08    
Name7201  Surname1  9.90    9.74    1.23    1.20    5.84    7.30    9.77    3.97    
Name7202  Surname2  9.94    9.77    9.57    5.69    2.82    1.26    8.09    4.62    
Name7203  Surname1  8.79    1.89    8.39    9.57    9.49    8.20    3.07    4.99    
Name7204  Surname2  6.47    1.53    7.10    6.10    2.48    8.75    4.95    2.34    
Name7205  Surname1  1.05    8.22    9.37    2.23    9.63    2.04    5.38    3.29    
Name7206  Surname2  9.50    2.18    7.13    9.99    7.03    3.75    4.25    4.32    
Name7207  Surname1  7.67    5.05    6.97    2.49    8.95    1.03    7.92    1.40    
Name7208  Surname2  7.54    7.89    9.38    6.64    4.47    7.23    7.84    3.58    
Name7209  Surname1  7.36    6.85    8.81    5.71    5.11    4.68    1.23    5.46    
Name7210  Surname2  9.47    1.57    3.01    7.50    7.73    7.76    4.55    8.04    
Name7211  Surname1  4.39    9.90    2.52    5.72    9.95    7.89    2.38    6.22    
Name7212  Surname2  1.73    1.91    3.92    2.42    8.77    6.71    4.21    3.58    
Name7213  Surname1  8.24    4.07    4.86    6.72    1.93    3.97    5.38    2.96    
Name7214  Surname2  6.86    9.97    9.34    2.52    4.79    8.86    5.67    3.47    
Name7215  Surname1  7.35    6.07    1.86    9.28    6.41    7.42    7.95    8.77    
Name7216  Surname2  9.61    1.92    6.00    9.81    4.46    8.95    8.21    8.70    
Name7217  Surname1  4.88    7.55    6.30    4.60    8.88    6.53    6.97    9.10    
Name7218  Surname2  9.50    3.62    9.50    7.14    7.52    9.73    3.36    6.46    
Name7219  Surname1  9.34    9.72    8.30    9.91    8.36    4.12    6.39    1.10    
Name7220  Surname2  5.92    3.31    9.17    3.58    1.79    1.42    1.38    8.96    
Name7221  Surname1  7.60    5.83    4.73    2.32    2.73    2.68    2.82    1.50    
Name7222  Surname2  9.24    9.80    6.33    2.82    9.71    7.23    2.32    2.38    
Name7223  Surname1  6.23    8.27    7.97    3.01    8.38    8.62    1.10    1.67    
Name7224  Surname2  8.61    4.15    4.49    3.99    1.14    5.84    1.79    5.99    
Name7225  Surname1  2.89    2.76    1.07    5.92    4.84    9.12    6.70    2.59    
Name7226  Surname2  8.15    8.30    3.92    6.40    9.64    1.39    2.13    5.58    
Name7227  Surname1  6.00    7.18    7.93    6.68    4.69    8.17    5.74    3.75    
Name7228  Surname2  8.19    9.18    1.64    7.07    7.69    1.51    6.63    1.48    
Name7229  Surname1  2.84    2.99    1.31    3.21    8.94    9.73    5.07    1.07    
Name7230  Surname2  4.22    2.70    3.75    6.70    2.77    3.50    10.00   5.25    
Name7231  Surname1  8.13    7.24    1.35    7.63    4.05    3.36    9.65    6.94    
Name7232  Surname2  7.39    8.66    5.13    6.43    1.52    6.12    3.87    4.47    
Name7233  Surname1  6.14    8.34    8.48    2.99    5.61    2.73    4.50    3.40    
Name7234  Surname2  5.55    2.07    8.04    3.14    3.34    4.82    2.64    7.55    
